,LOAD_TIME,FFP_DATE,LAST_TO_END,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,LAST_TO_END,P1Y_Flight_Count,L1Y_Flight_Count
14308,2014/03/31,2012/04/15,172,22,0.827861104,20015,172,16,6
14309,2014/03/31,2005/03/31,5,15,0.626015793,26467,5,10,5
14310,2014/03/31,2010/07/23,103,18,0.648924095,25532,103,9,9
14311,2014/03/31,2011/09/26,160,8,0.620220891,26710,160,7,1
14312,2014/03/31,2008/05/01,12,16,0.6566049629999999,25228,12,8,8
14313,2014/03/31,2012/09/03,65,16,0.71686675,23107,65,8,8
14314,2014/03/31,2005/04/11,18,20,0.6409621120000001,25839,18,4,16
14315,2014/03/31,2009/12/05,127,16,0.791847566,20914,127,9,7
14316,2014/03/31,2011/11/14,120,15,0.6676968670000001,24801,120,6,9
14317,2014/03/31,2010/03/17,4,18,0.736524485,22483,4,6,12
14318,2014/03/31,2010/10/20,46,20,0.736573094,22478,46,12,8
14319,2014/03/31,2011/12/01,11,22,0.651541126,25410,11,5,17
14320,2014/03/31,2007/06/28,119,18,0.616661452,26847,119,12,6
14321,2014/03/31,2007/07/05,16,21,0.7866226359999999,21046,16,10,11
14322,2014/03/31,2011/04/14,160,14,0.821173115,20160,160,4,10
14323,2014/03/31,2008/11/10,122,16,0.769581145,21511,122,10,6
14324,2014/03/31,2008/05/21,11,20,0.808585942,20473,11,10,10
14325,2014/03/31,2010/12/05,84,3,0.726589562,22783,84,0,3
14326,2014/03/31,2011/10/16,13,16,0.8080175740000001,20485,13,1,15
14327,2014/03/31,2007/09/29,1,18,0.60773747,27235,1,9,9
14328,2014/03/31,2011/08/27,27,18,0.7534070740000001,21969,27,2,16
14329,2014/03/31,2005/12/27,153,10,0.7263252590000001,22788,153,5,5
14330,2014/03/31,2010/08/18,140,10,0.782231991,21156,140,4,6
14331,2014/03/31,2011/01/11,10,19,0.559611105,29571,10,9,10
14332,2014/03/31,2010/03/26,15,22,0.71676398,23087,15,0,22
14333,2014/03/31,2006/05/10,60,9,0.706101984,23435,60,6,3
14334,2014/03/31,2008/10/23,4,19,0.6468664239999999,25581,4,7,12
14335,2014/03/31,2007/03/20,31,22,0.642272727,25762,31,13,9
14336,2014/03/31,2011/11/24,85,6,0.4555818370000001,36316,85,3,3
14337,2014/03/31,2008/10/18,96,6,1.440695001,11482,96,2,4
14338,2014/03/31,2009/10/08,110,22,0.662140827,24981,110,19,3
14339,2014/03/31,2007/11/11,8,13,0.827644233,19985,8,10,3
14340,2014/03/31,2009/10/24,290,13,0.671656853,24625,290,7,6
14341,2014/03/31,2011/06/24,10,13,0.826067326,20022,10,5,8
14342,2014/03/31,2008/06/10,40,12,0.522527802,31652,40,6,6
14343,2014/03/31,2006/04/07,121,7,0.638124011,25917,121,0,7
14344,2014/03/31,2008/03/08,82,14,0.673820078,24544,82,3,11
14345,2014/03/31,2007/04/27,4,24,0.700766688,23595,4,0,24
14346,2014/03/31,2008/07/25,30,7,0.8336799109999999,19832,30,0,7
14347,2014/03/31,2012/01/25,34,16,0.8497388709999999,19454,34,9,7
14348,2014/03/31,2012/11/10,244,8,0.444817286,37162,244,7,1
14349,2014/03/31,2009/01/02,6,10,0.6294523989999999,26260,6,1,9
14350,2014/03/31,2011/03/21,5,14,0.713940912,23152,5,7,7
14351,2014/03/31,2011/07/18,52,9,1.436316475,11508,52,4,5
14352,2014/03/31,2012/03/01,32,25,0.673302782,24549,32,15,10
14353,2014/03/31,2006/05/09,119,12,0.54874805,30121,119,9,3
14354,2014/03/31,2011/09/15,58,20,0.470466255,35131,58,3,17
14355,2014/03/31,2011/03/28,58,18,0.654030075,25270,58,11,7
14356,2014/03/31,2007/02/21,162,20,0.820988525,20131,162,12,8
14357,2014/03/31,2006/12/01,222,16,0.8317362859999999,19870,222,8,8
14358,2014/03/31,2006/12/08,19,17,0.7481204159999999,22090,19,8,9
14359,2014/03/31,2011/10/02,228,11,0.7187387470000001,22993,228,7,4
14360,2014/03/31,2005/04/11,76,26,0.552839985,29891,76,18,8
14361,2014/03/31,2007/10/15,20,22,0.65762894,25128,20,12,10
14362,2014/03/31,2010/03/29,3,42,0.780212525,21174,3,20,22
14363,2014/03/31,2011/11/20,5,22,0.7308278029999999,22602,5,12,10
14364,2014/03/31,2010/10/20,204,11,0.916377961,18023,204,8,3
14365,2014/03/31,2008/12/12,45,9,0.653472618,25272,45,1,8
14366,2014/03/31,2012/10/26,230,2,0.675,24464,230,0,2
14367,2014/03/31,2010/08/20,711,2,0.675,24464,711,2,0
14368,2014/03/31,2006/12/06,683,2,0.675,24464,683,2,0
14369,2014/03/31,2011/04/04,7,2,0.675,24464,7,0,2
14370,2014/03/31,2008/02/04,12,19,0.780042043,21169,12,16,3
14371,2014/03/31,2008/11/08,66,30,0.769043782,21470,66,8,22
14372,2014/03/31,2011/04/24,30,17,0.794662848,20777,30,10,7
14373,2014/03/31,2010/06/23,82,15,0.580709437,28431,82,9,6
14374,2014/03/31,2010/03/14,107,15,0.801630493,20595,107,6,9
14375,2014/03/31,2007/10/04,5,22,0.7238090229999999,22809,5,11,11
14376,2014/03/31,2010/01/09,6,16,0.6274987639999999,26303,6,9,7
14377,2014/03/31,2010/09/19,158,19,0.701219782,23537,158,12,7
14378,2014/03/31,2007/05/22,141,20,0.6189513560000001,26663,141,11,9
14379,2014/03/31,2012/06/19,62,19,0.67609866,24407,62,9,10
14380,2014/03/31,2010/11/05,7,22,0.74458668,22162,7,9,13
14381,2014/03/31,2007/05/30,68,15,0.7260631,22726,68,13,2
14382,2014/03/31,2011/10/30,13,18,0.718004265,22979,13,6,12
14383,2014/03/31,2012/01/09,21,18,0.6405144229999999,25757,21,9,9
14384,2014/03/31,2012/12/08,8,3,1.41,11700,8,0,3
14385,2014/03/31,2007/05/17,6,15,0.670468217,24604,6,9,6
14386,2014/03/31,2010/06/02,4,10,1.13071972,14589,4,7,3
14387,2014/03/31,2011/03/19,69,21,0.734467005,22458,69,8,13
14388,2014/03/31,2012/06/15,119,17,0.771166074,21388,119,7,10
14389,2014/03/31,2005/06/01,37,20,0.87476981,18854,37,6,14
14390,2014/03/31,2010/03/31,163,19,0.62,26600,163,15,4
14391,2014/03/31,2007/02/26,65,21,0.674036457,24467,65,11,10
14392,2014/03/31,2010/05/26,35,18,0.707826759,23297,35,8,10
14393,2014/03/31,2010/05/19,13,10,0.622078618,26508,13,5,5
14394,2014/03/31,2008/12/24,85,16,0.961944461,17141,85,5,11
14395,2014/03/31,2007/03/16,119,28,0.5765,28600,119,20,8
14396,2014/03/31,2011/09/19,22,20,0.525255177,31390,22,11,9
14397,2014/03/31,2011/06/12,230,3,0.6544522070000001,25192,230,0,3
14398,2014/03/31,2007/05/08,15,17,0.7057804609999999,23358,15,6,11
14399,2014/03/31,2007/01/31,5,22,0.702176598,23477,5,13,9
14400,2014/03/31,2011/08/14,114,16,0.646609791,25494,114,7,9
14401,2014/03/31,2006/09/04,46,11,0.709608679,23229,46,4,7
14402,2014/03/31,2008/03/06,261,9,0.769414154,21422,261,8,1
14403,2014/03/31,2008/06/19,137,3,0.723369618,22783,137,2,1
14404,2014/03/31,2006/07/19,15,12,0.78281826,21052,15,0,12
14405,2014/03/31,2012/10/16,37,13,0.774697255,21272,37,1,12
14406,2014/03/31,2006/10/01,101,12,0.8451805309999999,19498,101,5,7
14407,2014/03/31,2012/04/08,19,15,0.73467386,22429,19,10,5
14408,2014/03/31,2006/04/26,37,18,0.4886731520000001,33719,37,7,11
14409,2014/03/31,2008/02/07,38,19,0.929473684,17727,38,7,12
14410,2014/03/31,2008/05/29,149,9,0.664319181,24801,149,7,2
14411,2014/03/31,2009/11/04,99,21,0.727990809,22631,99,13,8
14412,2014/03/31,2006/02/24,165,19,0.7237024999999999,22763,165,13,6
14413,2014/03/31,2010/05/26,381,6,0.85,19380,381,6,0
14414,2014/03/31,2013/02/10,102,15,0.948755904,17362,102,1,14
14415,2014/03/31,2011/08/07,503,10,0.73346767,22456,503,10,0
14416,2014/03/31,2009/11/05,243,12,1.091333157,15092,243,11,1
14417,2014/03/31,2007/02/07,82,20,0.714300893,23058,82,15,5
14418,2014/03/31,2010/05/02,110,12,0.75468634,21823,110,8,4
14419,2014/03/31,2012/06/03,147,17,0.616710733,26702,147,4,13
14420,2014/03/31,2005/10/22,16,20,0.689843325,23871,16,10,10
14421,2014/03/31,2007/10/25,21,15,0.8338367259999999,19746,21,0,15
14422,2014/03/31,2010/05/17,195,10,0.8684460390000001,18958,195,8,2
14423,2014/03/31,2007/12/01,15,24,0.822544092,20015,15,4,20
14424,2014/03/31,2010/12/05,17,15,0.597685632,27541,17,8,7
14425,2014/03/31,2009/04/14,134,17,0.649550513,25340,134,14,3
14426,2014/03/31,2010/11/01,469,13,0.807508708,20383,469,13,0
14427,2014/03/31,2010/10/07,342,13,0.7402118190000001,22236,342,12,1
14428,2014/03/31,2012/04/18,48,12,0.592607115,27774,48,5,7
14429,2014/03/31,2012/12/15,101,8,0.761825125,21604,101,1,7
14430,2014/03/31,2012/02/06,613,7,0.596823094,27574,613,7,0
14431,2014/03/31,2010/03/24,5,17,0.7703665559999999,21361,5,9,8
14432,2014/03/31,2013/01/09,32,7,1.131490064,14543,32,1,6
14433,2014/03/31,2011/07/11,35,18,0.716414421,22967,35,5,13
14434,2014/03/31,2011/03/08,74,11,0.6734323959999999,24429,74,3,8
14435,2014/03/31,2008/05/03,84,16,0.664448079,24759,84,9,7
14436,2014/03/31,2006/05/15,29,20,0.670645766,24529,29,15,5
14437,2014/03/31,2012/01/27,29,12,0.698351518,23555,29,6,6
14438,2014/03/31,2009/10/13,210,15,0.753128978,21841,210,9,6
14439,2014/03/31,2007/02/23,69,18,0.7662095309999999,21467,69,3,15
14440,2014/03/31,2010/09/01,230,26,0.7326128209999999,22447,230,20,6
14441,2014/03/31,2005/06/14,153,18,0.693760284,23703,153,8,10
14442,2014/03/31,2005/04/02,138,17,0.566745709,29014,138,13,4
14443,2014/03/31,2010/12/24,17,11,0.62623524,26254,17,4,7
14444,2014/03/31,2006/08/10,81,9,0.939285714,17500,81,4,5
14445,2014/03/31,2005/09/29,70,13,1.137450695,14451,70,6,7
14446,2014/03/31,2006/05/09,92,17,0.779839161,21077,92,6,11
14447,2014/03/31,2009/07/16,173,20,0.7128655070000001,23057,173,11,9
14448,2014/03/31,2012/09/28,75,21,0.835812653,19664,75,4,17
14449,2014/03/31,2012/10/24,33,9,0.694655085,23658,33,3,6
14450,2014/03/31,2007/04/23,98,15,0.664186742,24740,98,11,4
14451,2014/03/31,2013/03/05,20,4,0.57330449,28661,20,0,4
14452,2014/03/31,2007/11/16,13,19,0.568640501,28893,13,11,8
14453,2014/03/31,2011/07/29,222,19,0.781567956,21021,222,15,4
14454,2014/03/31,2006/05/09,3,20,0.696768748,23576,3,4,16
14455,2014/03/31,2010/12/11,67,12,0.8035856159999999,20440,67,7,5
14456,2014/03/31,2010/02/10,252,16,0.7023479859999999,23386,252,11,5
14457,2014/03/31,2008/05/14,321,32,0.6629874060000001,24774,321,20,12
14458,2014/03/31,2012/11/29,79,3,1.02387694,16041,79,1,2
14459,2014/03/31,2012/09/19,166,14,0.7471771079999999,21981,166,11,3
14460,2014/03/31,2012/09/20,136,12,0.483607185,33960,136,3,9
14461,2014/03/31,2009/12/01,346,7,1.0,16421,346,5,2
14462,2014/03/31,2008/08/05,276,2,0.81,20272,276,0,2
14463,2014/03/31,2012/08/18,42,13,0.951594992,17254,42,4,9
14464,2014/03/31,2010/11/03,47,19,0.551412737,29772,47,14,5
14465,2014/03/31,2006/09/08,15,23,0.875982391,18740,15,8,15
14466,2014/03/31,2008/01/28,28,9,0.658879701,24913,28,4,5
14467,2014/03/31,2005/02/01,39,20,0.565649252,29018,39,7,13
14468,2014/03/31,2011/09/16,71,16,0.674846828,24319,71,8,8
14469,2014/03/31,2007/03/05,2,6,1.432190418,11459,2,4,2
14470,2014/03/31,2007/01/09,6,23,0.7558993140000001,21711,6,7,16
14471,2014/03/31,2007/04/13,78,13,0.559116464,29348,78,9,4
14472,2014/03/31,2011/08/16,35,14,0.753373892,21779,35,4,10
14473,2014/03/31,2012/05/03,477,5,0.674889958,24309,477,5,0
14474,2014/03/31,2012/08/17,573,5,0.564669237,29054,573,5,0
14475,2014/03/31,2012/12/24,11,12,0.503312368,32593,11,2,10
14476,2014/03/31,2012/09/06,390,14,0.72063126,22764,390,14,0
14477,2014/03/31,2008/09/05,66,10,0.6773502929999999,24214,66,6,4
14478,2014/03/31,2008/01/05,122,8,1.351310044,12137,122,2,6
14479,2014/03/31,2007/02/01,69,20,0.7418957559999999,22102,69,10,10
14480,2014/03/31,2012/05/09,38,13,0.659359016,24868,38,7,6
14481,2014/03/31,2009/12/12,86,15,0.701274539,23381,86,8,7
14482,2014/03/31,2010/03/18,393,9,1.037333924,15806,393,9,0
14483,2014/03/31,2007/03/16,10,9,0.645555556,25398,10,3,6
14484,2014/03/31,2008/10/29,157,13,0.789681148,20762,157,5,8
14485,2014/03/31,2013/01/23,29,10,0.8060506390000001,20340,29,1,9
14486,2014/03/31,2010/02/18,4,16,0.6674180679999999,24563,4,5,11
14487,2014/03/31,2011/11/09,137,2,0.67,24464,137,0,2
14488,2014/03/31,2012/08/19,4,8,0.703019645,23314,4,3,5
14489,2014/03/31,2004/12/01,5,14,0.631027606,25973,5,7,7
14490,2014/03/31,2005/09/04,14,21,0.655280899,25009,14,10,11
14491,2014/03/31,2009/06/26,29,26,0.601860653,27227,29,15,11
14492,2014/03/31,2010/08/04,473,8,0.775,21144,473,8,0
14493,2014/03/31,2009/04/27,4,23,0.7221215459999999,22691,4,9,14
14494,2014/03/31,2010/09/07,2,15,0.7826231309999999,20933,2,7,8
14495,2014/03/31,2010/04/05,11,20,0.617514324,26528,11,9,11
14496,2014/03/31,2012/09/22,371,3,1.3,12600,371,3,0
14497,2014/03/31,2009/09/22,46,15,0.7781524059999999,21049,46,6,9
14498,2014/03/31,2010/06/29,125,22,0.742162309,22069,125,10,12
14499,2014/03/31,2006/05/03,19,15,0.7061576270000001,23194,19,13,2
14500,2014/03/31,2011/04/01,23,19,0.731440247,22392,23,7,12
14501,2014/03/31,2010/08/16,5,16,0.7221190479999999,22680,5,6,10
14502,2014/03/31,2012/12/07,7,19,0.645894463,25356,7,5,14
14503,2014/03/31,2011/12/21,34,19,0.6362764679999999,25739,34,11,8
14504,2014/03/31,2012/10/18,9,14,0.833979831,19634,9,4,10
14505,2014/03/31,2009/09/03,16,14,0.923861084,17723,16,6,8
14506,2014/03/31,2009/08/11,1,32,0.601321385,27229,1,15,17
14507,2014/03/31,2008/11/23,99,8,1.447276584,11313,99,5,3
14508,2014/03/31,2006/11/16,137,23,0.7654661490000001,21388,137,14,9
14509,2014/03/31,2005/04/11,4,20,0.603910654,27108,4,9,11
14510,2014/03/31,2012/07/23,77,16,0.7181740809999999,22794,77,10,6
14511,2014/03/31,2009/03/19,40,24,0.8683328029999999,18852,40,19,5
14512,2014/03/31,2011/08/29,102,24,0.45222477,36197,102,6,18
14513,2014/03/31,2010/10/15,265,8,1.4348233540000002,11407,265,6,2
14514,2014/03/31,2011/11/06,96,19,0.741719465,22065,96,10,9
14515,2014/03/31,2007/10/21,128,16,0.7980217479999999,20508,128,4,12
14516,2014/03/31,2012/05/24,291,15,0.5031389310000001,32527,291,10,5
14517,2014/03/31,2011/05/01,10,17,0.511764706,31977,10,9,8
14518,2014/03/31,2009/12/20,44,23,0.638532464,25628,44,16,7
14519,2014/03/31,2006/01/19,5,17,0.627799263,26064,5,5,12
14520,2014/03/31,2008/12/19,78,11,0.64766664,25264,78,0,11
14521,2014/03/31,2005/10/02,141,8,1.048280369,15608,141,3,5
14522,2014/03/31,2006/05/15,195,11,0.662604399,24689,195,10,1
14523,2014/03/31,2012/07/22,8,14,0.568887537,28756,8,1,13
14524,2014/03/31,2011/03/07,94,14,0.637072981,25678,94,3,11
14525,2014/03/31,2009/03/04,550,15,0.935077741,17494,550,15,0
14526,2014/03/31,2005/09/19,70,12,0.765948211,21356,70,4,8
14527,2014/03/31,2008/11/17,82,13,0.775707308,21087,82,5,8
14528,2014/03/31,2009/11/06,154,17,0.8528058190000001,19178,154,5,12
14529,2014/03/31,2012/06/06,18,25,0.7417143629999999,22049,18,10,15
14530,2014/03/31,2010/06/15,82,24,0.7843005129999999,20851,82,11,13
14531,2014/03/31,2008/02/21,11,11,1.33124308,12284,11,7,4
14532,2014/03/31,2012/04/18,15,16,0.700343085,23347,15,6,10
14533,2014/03/31,2005/11/25,141,20,0.636232781,25698,141,16,4
14534,2014/03/31,2009/03/25,76,17,0.660118298,24768,76,11,6
14535,2014/03/31,2006/07/31,2,21,0.651615513,25088,2,8,13
14536,2014/03/31,2008/01/09,14,25,0.638148105,25617,14,3,22
14537,2014/03/31,2012/11/17,142,15,0.766066557,21335,142,12,3
14538,2014/03/31,2007/10/11,212,13,0.695336737,23505,212,11,2
14539,2014/03/31,2008/02/22,103,14,0.936813023,17446,103,8,6
14540,2014/03/31,2012/01/17,36,16,0.549342185,29750,36,2,14
14541,2014/03/31,2007/05/03,123,20,0.6689822320000001,24426,123,13,7
14542,2014/03/31,2012/07/05,1,14,0.785141745,20812,1,7,7
14543,2014/03/31,2011/01/13,20,28,0.7915943990000001,20641,20,12,16
14544,2014/03/31,2011/08/15,256,8,0.84175237,19408,256,6,2
14545,2014/03/31,2006/09/07,49,20,0.614207459,26598,49,13,7
14546,2014/03/31,2011/09/13,140,20,0.779395486,20959,140,14,6
14547,2014/03/31,2005/07/17,464,14,0.990516039,16491,464,14,0
14548,2014/03/31,2012/10/17,160,6,0.8019609190000001,20368,160,5,1
14549,2014/03/31,2011/08/23,76,17,0.7561850090000001,21599,76,6,11
14550,2014/03/31,2011/01/16,67,12,0.713533421,22890,67,5,7
14551,2014/03/31,2010/11/01,69,29,0.590553969,27655,69,17,12
14552,2014/03/31,2007/08/27,15,20,0.47068882,34697,15,12,8
14553,2014/03/31,2012/05/27,23,18,0.60401472,27038,23,2,16
14554,2014/03/31,2012/09/03,7,27,0.810716839,20144,7,14,13
14555,2014/03/31,2011/07/15,40,4,0.648079289,25199,40,2,2
14556,2014/03/31,2011/02/19,101,13,0.8950312429999999,18244,101,4,9
14557,2014/03/31,2012/10/07,74,15,0.6903686790000001,23652,74,6,9
14558,2014/03/31,2012/10/04,71,20,0.505902838,32276,71,7,13
14559,2014/03/31,2006/05/14,606,4,0.975991392,16729,606,4,0
14560,2014/03/31,2011/07/17,216,11,0.695454545,23474,216,7,4
14561,2014/03/31,2011/04/20,103,18,0.650743443,25086,103,9,9
14562,2014/03/31,2007/11/01,9,17,0.6281806289999999,25987,9,9,8
14563,2014/03/31,2005/08/11,81,15,0.7083669659999999,23043,81,9,6
14564,2014/03/31,2012/07/02,130,17,0.6518981429999999,25035,130,12,5
14565,2014/03/31,2009/11/01,85,24,0.744776378,21912,85,14,10
14566,2014/03/31,2012/11/23,21,16,0.8412583770000001,19398,21,5,11
14567,2014/03/31,2005/03/18,148,17,0.7803897470000001,20911,148,11,6
14568,2014/03/31,2011/05/14,137,19,0.6225886079999999,26211,137,12,7
14569,2014/03/31,2005/08/24,23,28,0.8830793379999999,18478,23,10,18
14570,2014/03/31,2012/04/20,65,12,0.745888,21875,65,7,5
14571,2014/03/31,2008/03/11,28,16,0.7304329140000001,22337,28,8,8
14572,2014/03/31,2005/01/01,6,11,0.6733300320000001,24231,6,3,8
14573,2014/03/31,2007/02/01,107,17,0.720385465,22648,107,12,5
14574,2014/03/31,2011/12/05,74,32,0.485226029,33624,74,18,14
14575,2014/03/31,2008/05/13,221,11,0.80301585,20316,221,9,2
14576,2014/03/31,2011/03/12,92,14,0.7268679259999999,22442,92,6,8
14577,2014/03/31,2012/03/24,195,9,0.731556263,22297,195,2,7
14578,2014/03/31,2012/11/23,44,18,0.567298971,28752,44,3,15
14579,2014/03/31,2010/06/09,217,15,0.86337762,18892,217,13,2
14580,2014/03/31,2013/01/29,11,14,1.042450623,15645,11,2,12
14581,2014/03/31,2007/11/27,345,12,0.620873306,26268,345,11,1
14582,2014/03/31,2006/09/23,8,22,0.612366593,26629,8,11,11
14583,2014/03/31,2010/03/10,43,19,0.659925938,24709,43,9,10
14584,2014/03/31,2009/02/23,55,16,0.984291923,16566,55,10,6
14585,2014/03/31,2008/03/03,194,3,0.716666667,22752,194,2,1
14586,2014/03/31,2009/12/10,339,16,0.7586000740000001,21494,339,14,2
14587,2014/03/31,2007/09/25,112,13,0.6557110110000001,24866,112,8,5
14588,2014/03/31,2007/02/01,9,19,0.762342654,21386,9,7,12
14589,2014/03/31,2007/04/16,11,15,0.715917355,22772,11,7,8
14590,2014/03/31,2012/10/24,110,18,0.925535937,17614,110,7,11
14591,2014/03/31,2013/02/22,49,23,0.60814088,26803,49,5,18
14592,2014/03/31,2006/03/30,15,13,0.716917528,22735,15,7,6
14593,2014/03/31,2009/12/04,72,11,0.773332226,21076,72,1,10
14594,2014/03/31,2011/07/24,6,9,0.728705567,22365,6,7,2
14595,2014/03/31,2007/09/26,178,14,0.701856158,23220,178,11,3
14596,2014/03/31,2005/08/29,32,18,0.756729662,21536,32,13,5
14597,2014/03/31,2007/07/29,34,19,0.793222839,20544,34,10,9
14598,2014/03/31,2011/12/24,98,12,1.117161467,14585,98,10,2
14599,2014/03/31,2007/11/13,73,19,0.620594599,26253,73,6,13
14600,2014/03/31,2012/12/02,478,3,1.000313133,16287,478,3,0
14601,2014/03/31,2010/10/11,486,11,0.89316886,18240,486,11,0
14602,2014/03/31,2011/12/31,22,24,0.6977001159999999,23349,22,11,13
14603,2014/03/31,2007/05/22,82,15,0.6830604709999999,23846,82,9,6
14604,2014/03/31,2011/07/17,150,14,0.576331564,28260,150,10,4
14605,2014/03/31,2010/04/13,75,22,0.663392123,24551,75,13,9
14606,2014/03/31,2012/03/20,10,20,0.694696298,23444,10,6,14
14607,2014/03/31,2008/01/10,3,24,0.648912221,25097,3,13,11
14608,2014/03/31,2007/12/31,3,20,0.596013761,27324,3,9,11
14609,2014/03/31,2011/07/21,9,18,0.76578294,21266,9,6,12
14610,2014/03/31,2011/05/23,19,18,0.7636500940000001,21320,19,6,12
14611,2014/03/31,2008/03/13,71,18,0.631988665,25761,71,8,10
14612,2014/03/31,2011/07/09,1,24,0.623775768,26098,1,9,15
14613,2014/03/31,2012/05/02,279,14,0.639049974,25473,279,9,5
14614,2014/03/31,2009/04/09,6,15,0.945141397,17221,6,6,9
14615,2014/03/31,2011/07/17,2,11,0.7528582659999999,21618,2,7,4
14616,2014/03/31,2007/08/01,34,15,0.787759113,20657,34,5,10
14617,2014/03/31,2011/02/18,109,18,0.585197972,27807,109,10,8
14618,2014/03/31,2011/06/29,45,13,0.74623647,21804,45,4,9
14619,2014/03/31,2012/06/09,26,16,0.663992001,24504,26,8,8
14620,2014/03/31,2008/07/02,131,14,1.060020848,15349,131,11,3
14621,2014/03/31,2010/08/20,66,10,0.571734669,28455,66,4,6
14622,2014/03/31,2005/10/22,94,2,0.665,24464,94,1,1
14623,2014/03/31,2006/06/11,40,7,1.261353028,12897,40,6,1
14624,2014/03/31,2011/02/27,84,9,0.616915083,26367,84,4,5
14625,2014/03/31,2012/06/05,272,7,1.482787603,10970,272,6,1
14626,2014/03/31,2010/10/15,38,24,0.588581509,27635,38,14,10
14627,2014/03/31,2012/03/22,81,19,0.7152420740000001,22741,81,7,12
14628,2014/03/31,2008/11/02,7,35,0.5739835529999999,28334,7,2,33
14629,2014/03/31,2009/07/22,127,13,0.75036685,21671,127,11,2
14630,2014/03/31,2007/10/30,442,6,0.7666666670000001,21210,442,6,0
14631,2014/03/31,2009/04/15,62,21,0.787886423,20638,62,12,9
14632,2014/03/31,2011/02/14,16,10,0.525165208,30961,16,2,8
14633,2014/03/31,2008/03/04,34,18,0.586972454,27699,34,10,8
14634,2014/03/31,2009/12/10,72,13,0.647300633,25117,72,9,4
14635,2014/03/31,2012/11/03,13,17,0.540577281,30072,13,4,13
14636,2014/03/31,2009/07/23,47,25,0.568921359,28573,47,13,12
14637,2014/03/31,2009/02/21,18,14,0.751438147,21632,18,6,8
14638,2014/03/31,2010/08/02,10,20,0.640683063,25371,10,13,7
14639,2014/03/31,2012/10/03,265,5,0.7376319490000001,22035,265,2,3
14640,2014/03/31,2012/09/18,42,12,0.687991026,23624,42,8,4
14641,2014/03/31,2009/01/05,156,13,0.7042819379999999,23076,156,3,10
14642,2014/03/31,2010/12/13,10,10,0.793808128,20472,10,2,8
14643,2014/03/31,2011/04/04,131,17,0.675965555,24038,131,9,8
14644,2014/03/31,2013/01/01,19,11,0.618646765,26263,19,0,11
14645,2014/03/31,2008/06/29,11,13,0.8930061009999999,18193,11,5,8
14646,2014/03/31,2010/10/03,68,8,1.019661038,15931,68,6,2
14647,2014/03/31,2005/10/25,14,19,0.743842455,21835,14,12,7
14648,2014/03/31,2011/02/07,4,14,0.728707709,22286,4,6,8
14649,2014/03/31,2011/04/30,44,18,0.6752551040000001,24049,44,12,6
14650,2014/03/31,2011/09/20,28,19,0.688966483,23570,28,11,8
14651,2014/03/31,2013/01/19,9,28,0.5641909589999999,28781,9,6,22
14652,2014/03/31,2011/09/15,16,17,0.6404583460000001,25352,16,5,12
14653,2014/03/31,2012/06/28,3,21,0.816449082,19885,3,9,12
14654,2014/03/31,2007/03/28,144,21,0.523009343,31040,144,14,7
14655,2014/03/31,2009/06/19,46,40,0.69975,23200,46,27,13
14656,2014/03/31,2011/08/24,3,24,0.704878642,23031,3,20,4
14657,2014/03/31,2011/09/25,66,12,0.603436547,26902,66,7,5
14658,2014/03/31,2005/05/06,27,10,0.797516337,20353,27,5,5
14659,2014/03/31,2011/06/15,35,19,0.700666062,23166,35,6,13
14660,2014/03/31,2008/08/14,100,10,0.8375258,19380,100,3,7
14661,2014/03/31,2012/09/09,26,10,0.6990000000000001,23220,26,3,7
14662,2014/03/31,2005/04/06,1,13,0.741239953,21896,1,0,13
14663,2014/03/31,2005/09/09,1,11,0.632766969,25649,1,8,3
14664,2014/03/31,2013/02/05,2,13,0.700315426,23175,2,2,11
14665,2014/03/31,2006/11/23,43,14,0.807278018,20103,43,6,8
14666,2014/03/31,2012/07/03,17,13,0.709728406,22865,17,11,2
14667,2014/03/31,2011/06/24,313,14,0.718887609,22573,313,11,3
14668,2014/03/31,2011/08/17,22,19,0.582538144,27855,22,2,17
14669,2014/03/31,2006/11/03,265,15,0.770953105,21047,265,9,6
14670,2014/03/31,2010/11/04,73,27,0.672923734,24113,73,8,19
14671,2014/03/31,2009/11/03,34,13,0.8130346759999999,19956,34,3,10
14672,2014/03/31,2009/01/06,404,7,0.8246251590000001,19675,404,7,0
14673,2014/03/31,2007/07/03,6,16,0.746219125,21741,6,9,7
14674,2014/03/31,2007/04/08,166,12,0.64835185,25022,166,7,5
14675,2014/03/31,2006/07/27,16,19,0.636977146,25466,16,6,13
14676,2014/03/31,2010/08/02,44,14,0.652275305,24867,44,6,8
14677,2014/03/31,2010/04/16,31,19,0.753623734,21522,31,6,13
14678,2014/03/31,2010/08/19,506,2,0.8,20272,506,2,0
14679,2014/03/31,2011/03/21,11,24,0.65098025,24912,11,10,14
14680,2014/03/31,2010/06/22,32,25,0.6836495490000001,23718,32,1,24
14681,2014/03/31,2009/12/06,47,16,1.068974156,15168,47,4,12
14682,2014/03/31,2005/04/27,250,18,0.7038134309999999,23037,250,5,13
14683,2014/03/31,2010/12/31,442,18,0.791838429,20474,442,18,0
14684,2014/03/31,2013/01/28,32,12,0.821962176,19723,32,3,9
14685,2014/03/31,2007/11/08,117,12,0.650269164,24929,117,7,5
14686,2014/03/31,2009/04/16,3,20,0.537586893,30152,3,3,17
